run_id,time_h,X_obs,S1_obs,S2_obs,Ethanol_obs,O2_obs,CO2_obs
scenario_0_baseline_cal__run_0000,0.0,0.0471587448656763,19.705550435064044,12.95300259693665,0.0149749127574967,14.82284335447162,0.014230456756442
scenario_0_baseline_cal__run_0000,1.2121212121212122,0.0868659415846557,19.42994673624079,13.948934526866337,0.0017543685421511,15.021153744905403,0.0218249603472711
scenario_0_baseline_cal__run_0000,2.4242424242424243,0.0737478004952616,20.104444595153712,14.21380138729488,0.0349860245329299,14.914027992159294,0.0
scenario_0_baseline_cal__run_0000,3.6363636363636367,0.1008514908328953,19.337295970352205,12.699368077265987,0.0349822741174001,14.965354001949516,0.0351634560013753
scenario_0_baseline_cal__run_0000,4.848484848484849,0.086759306891706,20.662501539933785,13.6807482278017,0.0213733501241573,14.015358267747516,0.0
scenario_0_baseline_cal__run_0000,6.0606060606060606,0.1566468600869283,19.83740188153145,12.573103786930009,0.0,15.314516646371992,0.0491337634140308
scenario_0_baseline_cal__run_0000,7.272727272727273,0.0772942730971548,19.16146103442673,13.35433189282353,0.0,14.604245489114511,0.0200513867369638
scenario_0_baseline_cal__run_0000,8.484848484848484,0.1678878886888165,19.865222943587447,13.457302403513072,0.020148029225442,14.90568984313205,0.0363638620805988
scenario_0_baseline_cal__run_0000,9.696969696969695,0.1302971376645694,19.51113086489866,13.85919890893218,0.0005139315261371,15.119650682431692,0.0493841711205412
scenario_0_baseline_cal__run_0000,10.90909090909091,0.2275838136507201,19.55927008355987,13.25631670031082,0.006308437127513,15.117707380733636,0.0598719372449465
scenario_0_baseline_cal__run_0000,12.12121212121212,0.2060789520812681,19.186160754280124,12.129945658731796,0.0095299682829028,14.443567671872389,0.0603633793734817
scenario_0_baseline_cal__run_0000,13.333333333333334,0.3010763985593134,19.359009500618583,13.542441462991832,0.0,14.923296495225935,0.1175246471461868
scenario_0_baseline_cal__run_0000,14.545454545454549,0.2809830259625779,19.76145989388179,12.925382030668368,0.0140970948506427,15.221811339052334,0.104568559093485
scenario_0_baseline_cal__run_0000,15.757575757575758,0.4040506363510583,18.96129350847448,13.90438128157622,0.0,15.522434886961788,0.1985126561702639
scenario_0_baseline_cal__run_0000,16.96969696969697,0.4095011615481166,20.389260860313023,13.940968540071648,0.0,14.960948271799024,0.2267722756244539
scenario_0_baseline_cal__run_0000,18.181818181818183,0.433773704250906,18.43341701492772,13.3741551916802,0.0186952897819265,14.079075708795491,0.2462971574247562
scenario_0_baseline_cal__run_0000,19.393939393939394,0.540838457193198,18.800182859016047,12.383269850854427,0.034023732639095,14.35287381883636,0.3068092173876063
scenario_0_baseline_cal__run_0000,20.60606060606061,0.6121267670328109,19.02346044223228,12.5532169299972,0.042851617147761,15.896525921280658,0.4004403491355849
scenario_0_baseline_cal__run_0000,21.81818181818182,0.7702779386163895,18.96445128387905,12.909670017419783,0.0395294407827067,13.785493320043132,0.4264220523337417
scenario_0_baseline_cal__run_0000,23.03030303030303,0.9593487747287334,18.346796099046472,12.57500404734302,0.0442849175828076,14.721908098938256,0.5363434100579867
scenario_0_baseline_cal__run_0000,24.24242424242424,1.0807701434912227,19.517611859398187,12.57075502513025,0.0710222255709426,14.516163242993915,0.6770097173615071
scenario_0_baseline_cal__run_0000,25.454545454545457,1.2564970979969343,17.817662028458383,12.395312639712472,,14.999706962725812,0.8456292611838798
scenario_0_baseline_cal__run_0000,26.666666666666668,1.5620433436995689,18.3374208272998,11.691907187002544,0.1073926779758279,14.718881178362624,0.8827180453137883
scenario_0_baseline_cal__run_0000,27.87878787878788,1.7673065515525412,17.805850474821124,11.94762558884856,0.0877640990859241,14.605852693643955,1.2048275637461625
