run_id,time_h,X_obs,S1_obs,S2_obs,Ethanol_obs,Acetate_obs,Pyruvate_obs,Glycerol_obs,Xylitol_obs,O2_obs,CO2_obs,Succinate_obs
scenario_0_baseline_cal__run_0027,0.0,0.0316832401542989,,16.95077758264995,0.0074749547724657,0.0,0.0,0.0181565718906036,0.0318957145305341,14.438762722063991,0.0,0.0
scenario_0_baseline_cal__run_0027,1.2121212121212122,0.0547441995944509,15.425770836309136,17.291045402094664,0.0,0.0,0.0068575593931632,0.0,0.0,15.324687480632976,0.0127533055416025,0.0172948806515267
scenario_0_baseline_cal__run_0027,2.4242424242424243,0.0648219821035294,15.21030279964862,16.631418066776476,0.0419256302992472,0.0189053584935589,0.0,0.0020229201794486,0.0,14.750462719364892,0.0,0.0009608301051105
scenario_0_baseline_cal__run_0027,3.6363636363636367,0.1193140518142146,,16.57105534705553,0.0219834838825803,0.0049979173338498,0.006436049599523,0.0118178240531222,0.0,15.118105759303678,0.0330251687517301,0.0
scenario_0_baseline_cal__run_0027,4.848484848484849,0.0433347761492682,15.728779636018082,16.286358073494487,0.0,0.0056777913203803,0.0008729496073274,0.0265057035816803,0.0105275518912064,14.589481383692569,0.0,0.0384568942431338
scenario_0_baseline_cal__run_0027,6.0606060606060606,0.0522379765384225,14.81201691609617,17.10795478551696,0.0247253891304149,0.0094270544907839,0.0,0.0125273066370923,0.0,14.932126367675284,0.0144999072063318,0.0007599756399216
scenario_0_baseline_cal__run_0027,7.272727272727273,0.1227831262144694,15.984951617771635,16.298340870130644,0.0,0.0067004015828746,0.0,0.0,0.0,15.01260915556779,0.0064435526383046,0.0278542275708969
scenario_0_baseline_cal__run_0027,8.484848484848484,0.1100365574308261,15.602002871538382,17.02034104143157,0.0,0.0387530384338001,0.0,0.0,0.0,14.25741334632177,0.0,0.0
scenario_0_baseline_cal__run_0027,9.696969696969695,0.1264089781845643,15.532434294193155,16.908023121206696,0.0149862079862162,0.003776122073073,0.0,0.030991129645858,0.0274476241414341,15.13886484972552,0.0167581536204771,0.0092428844076807
scenario_0_baseline_cal__run_0027,10.90909090909091,0.11288432824687,14.5770820911461,16.96251060148222,0.0,0.0096749452975801,0.0019833065534057,0.0088341352684603,0.0052489950320253,15.25561684674988,0.0,0.0283773458331054
scenario_0_baseline_cal__run_0027,12.12121212121212,0.0827146737637268,15.373238245130723,15.88344248655786,0.0372024082152891,0.020682875319329,0.0136321468840857,0.0045275147101061,0.0044046592382583,14.912034909149966,0.0,0.0261268122134313
scenario_0_baseline_cal__run_0027,13.333333333333334,0.1372207215564252,15.638165460266949,16.38649048153325,,0.0,0.0186831909000206,0.0327948530407196,0.0,15.08371761731854,0.0291359586207072,0.0
scenario_0_baseline_cal__run_0027,14.545454545454549,0.1318395261476475,14.65510468200017,16.26677331665944,0.0,0.0,0.0,0.0,0.0,14.437669699233696,0.0,0.0049446862728769
scenario_0_baseline_cal__run_0027,15.757575757575758,0.1405823310652553,15.02958227676092,15.56589909010538,0.0,0.0086610906818502,0.0,0.0,0.0107523769197807,15.292332031150378,0.0437522462158734,0.0
scenario_0_baseline_cal__run_0027,16.96969696969697,0.1851358607191159,15.837862012066813,16.794895992031826,0.0025179687506075,0.0,0.0,0.0117794295474776,0.0,15.498872750160874,0.0307975260036901,0.0101115477282549
scenario_0_baseline_cal__run_0027,18.181818181818183,0.1710431606871227,15.93000013251313,16.6229866479265,0.0184855675816333,0.0035900245447276,0.0,0.0007205529696004,0.0122160793275017,14.537186042411015,0.068090171696546,0.0327560793385391
scenario_0_baseline_cal__run_0027,19.393939393939394,0.1734741342280977,15.222991001657965,15.847397420464327,0.0069702675356083,0.0,0.006298709424383,0.0168534982882933,0.0,14.23842671095982,0.0614132639594321,0.0008170818269895
scenario_0_baseline_cal__run_0027,20.60606060606061,0.2424921550411837,14.87651281107283,16.329015571623874,0.0,0.0,0.0279129650456861,0.0,0.0,14.919658417190115,0.0572647340133071,0.021419914137227
scenario_0_baseline_cal__run_0027,21.81818181818182,0.2345896696761838,15.153990762517555,16.629492662445305,0.0213615043945194,0.0,0.0,0.0120129559686041,0.0206594921059338,14.642927350891249,0.0446353319697072,0.0052702592849839
scenario_0_baseline_cal__run_0027,23.03030303030303,0.2277336431185966,15.63592488207795,16.377635195902755,0.0065915384728794,0.0216439443150975,,0.033702715051365,0.0,14.965435823214278,0.0382240437606631,0.0
scenario_0_baseline_cal__run_0027,24.24242424242424,0.2837803584238041,15.404304245145552,16.536965471299087,0.0,0.0,0.0299581208679006,0.0047100584264798,0.0,15.383087487468174,0.0915906449839237,0.0
scenario_0_baseline_cal__run_0027,25.454545454545457,0.2434865111810559,15.53313453209357,17.171557827697896,0.0395920075201299,0.013681741844013,0.0625197048308071,0.0207361396560461,0.0052147915412514,14.987213469677169,0.0655916297165268,0.0
scenario_0_baseline_cal__run_0027,26.666666666666668,0.3000131440350988,16.081021219046043,17.15976414852806,,0.0206185499054246,0.0,0.020891185189747,0.0,15.100534288271186,0.0887704524430932,0.0250806185602067
scenario_0_baseline_cal__run_0027,27.87878787878788,0.3729396784393244,14.419099683955888,17.121121805826967,0.0183958530465678,,0.0180882250346459,0.0025994612097174,0.0150535646737388,14.340636638410151,0.0964465931241065,0.0210832186425044
scenario_0_baseline_cal__run_0027,29.090909090909093,0.3550016785061172,15.202714104506407,16.1166160451949,0.0224527361666722,0.0,0.0,0.0259954278499627,0.0,14.006587404400095,0.0948959229374353,0.0136912171536787
scenario_0_baseline_cal__run_0027,30.303030303030305,0.3907798462105308,14.769275312306709,16.769335041240932,0.0209367840778049,0.0,0.0,0.0,0.0498793107070429,15.63934026531693,0.1724782412354408,0.0219819316917532
scenario_0_baseline_cal__run_0027,31.51515151515152,0.4288247549075229,14.694640841017268,16.108988445403433,0.0,0.0123106144504502,0.014287686576227,,0.0016693548525379,15.101262623711014,0.1751934888954729,0.0
